reviewSorter	reviewCode	comparisonNo	outcomeNo	subGroupNo	subGroupNo_old	study	year	n1	N1	n2	N2	sorter	method	_merge	methods_string
325	cd000487	1	1	1	3	Helsinki	1980	24	47	32	50	2906	1	3	peto OR
325	cd000487	1	1	1	3	Wessex	1980	24	48	26	45	2906	1	3	peto OR
325	cd000487	1	1	1	1	SITAM-01	1989	24	63	16	52	2906	1	3	peto OR
325	cd000487	1	1	1	2	CaseWestern B	1979	24	64	32	73	2906	1	3	peto OR
325	cd000487	1	1	1	3	Northwick Park	1975	25	65	35	75	2906	1	3	peto OR
325	cd000487	1	1	1	1	Manchester	1975	35	55	34	54	2906	1	3	peto OR
325	cd000487	1	1	1	2	Vienna	1977	37	81	40	82	2906	1	3	peto OR
325	cd000487	1	1	1	3	HD 1 W. Germany	1976	39	61	45	63	2906	1	3	peto OR
325	cd000487	1	1	1	2	Austrian BCSG 4	1984	40	131	38	128	2906	1	3	peto OR
325	cd000487	1	1	1	2	Petrov StPetersb'g	1985	44	193	52	191	2906	1	3	peto OR
325	cd000487	1	1	1	1	Paris	1979	48	172	63	163	2906	1	3	peto OR
325	cd000487	1	1	1	1	GABG 3 Germany	1987	56	278	59	248	2906	1	3	peto OR
325	cd000487	1	1	1	3	NCCTG- 773051	1978	57	85	74	99	2906	1	3	peto OR
325	cd000487	1	1	1	2	ECOG EST6177	1978	61	87	69	95	2906	1	3	peto OR
325	cd000487	1	1	1	3	N Sweden BCG	1980	61	92	68	95	2906	1	3	peto OR
325	cd000487	1	1	1	3	Oxford	1977	62	106	65	100	2906	1	3	peto OR
325	cd000487	1	1	1	3	IGR Paris	1989	63	560	93	556	2906	1	3	peto OR
325	cd000487	1	1	1	1	Glasgow	1976	65	112	72	103	2906	1	3	peto OR
325	cd000487	1	1	1	2	EST1180/SW.8294	1981	66	276	98	265	2906	1	3	peto OR
325	cd000487	1	1	1	2	GROCTA V Italy	1989	75	171	81	171	2906	1	3	peto OR
325	cd000487	1	1	1	1	IBCSG/Ludwig III	1978	85	171	113	164	2906	1	3	peto OR
325	cd000487	1	1	1	3	NSABP B-13	1981	91	376	139	384	2906	1	3	peto OR
325	cd000487	1	1	1	3	UKMCCG 003	1974	95	149	97	141	2906	1	3	peto OR
325	cd000487	1	1	1	3	West Midlands II	1976	95	285	108	289	2906	1	3	peto OR
325	cd000487	1	1	1	1	Danish BCG77b	1977	99	201	123	196	2906	1	3	peto OR
325	cd000487	1	1	1	1	Guy's/Manchester	1979	108	185	150	207	2906	1	3	peto OR
325	cd000487	1	1	1	1	UK/Asia Collab.	1978	110	247	125	241	2906	1	3	peto OR
325	cd000487	1	1	1	1	EORTC 09771	1976	134	229	132	223	2906	1	3	peto OR
325	cd000487	1	1	1	1	INT Milan 7205	1973	140	210	136	181	2906	1	3	peto OR
325	cd000487	1	1	1	3	King's CRC M/M	1976	140	222	153	213	2906	1	3	peto OR
325	cd000487	1	1	1	2	SWOG 7827A	1979	148	325	157	316	2906	1	3	peto OR
325	cd000487	1	1	1	3	FASG France	1985	149	515	162	526	2906	1	3	peto OR
325	cd000487	1	1	1	1	NCI - C MA 4	1984	159	381	163	377	2906	1	3	peto OR
325	cd000487	1	1	1	2	West Midlands	1976	216	294	217	275	2906	1	3	peto OR
325	cd000487	1	1	1	1	IBCSG VII	1986	278	948	112	318	2906	1	3	peto OR
325	cd000487	1	1	1	3	NSABP B-16	1984	322	862	197	434	2906	1	3	peto OR
325	cd000487	1	1	1	1	Danish BCG82c	1982	425	708	466	741	2906	1	3	peto OR
325	cd000487	1	2	1	1	CRCRAMS Moscow	1989	0	11	1	10	2907	1	3	peto OR
325	cd000487	1	2	1	3	DFCI 74-063	1974	3	4	3	4	2907	1	3	peto OR
325	cd000487	1	2	1	3	UK Multicentre	1986	4	118	11	105	2907	1	3	peto OR
325	cd000487	1	2	1	1	GROCTA V Italy	1989	5	40	13	39	2907	1	3	peto OR
325	cd000487	1	2	1	3	MD.Anders.8227	1982	10	64	17	67	2907	1	3	peto OR
325	cd000487	1	2	1	1	Witwatersrand U	1977	11	13	21	27	2907	1	3	peto OR
325	cd000487	1	2	1	3	SE Sweden BCG B	1980	11	21	13	22	2907	1	3	peto OR
325	cd000487	1	2	1	1	INT Milan 8004	1980	11	49	23	47	2907	1	3	peto OR
325	cd000487	1	2	1	1	SITAM-01	1989	13	63	10	52	2907	1	3	peto OR
325	cd000487	1	2	1	1	Vienna gyn.	1980	17	30	14	29	2907	1	3	peto OR
325	cd000487	1	2	1	3	Mayo 70-56-32	1973	18	21	10	13	2907	1	3	peto OR
325	cd000487	1	2	1	3	Wessex	1980	20	48	23	45	2907	1	3	peto OR
325	cd000487	1	2	1	1	Paris	1979	20	172	22	163	2907	1	3	peto OR
325	cd000487	1	2	1	3	Helsinki	1980	21	47	28	50	2907	1	3	peto OR
325	cd000487	1	2	1	2	CaseWestern B	1979	25	64	33	73	2907	1	3	peto OR
325	cd000487	1	2	1	3	Northwick Park	1975	27	65	31	75	2907	1	3	peto OR
325	cd000487	1	2	1	2	Petrov StPetersb'g	1985	30	193	39	191	2907	1	3	peto OR
325	cd000487	1	2	1	3	IGR Paris	1989	32	560	47	556	2907	1	3	peto OR
325	cd000487	1	2	1	1	GABG 3 Germany	1987	36	278	35	248	2907	1	3	peto OR
325	cd000487	1	2	1	3	HD 1 W. Germany	1976	39	61	41	63	2907	1	3	peto OR
325	cd000487	1	2	1	2	Austrian BCSG 4	1984	40	131	36	128	2907	1	3	peto OR
325	cd000487	1	2	1	1	Manchester	1975	41	55	33	54	2907	1	3	peto OR
325	cd000487	1	2	1	2	Vienna	1977	48	81	47	82	2907	1	3	peto OR
325	cd000487	1	2	1	3	Oxford	1977	51	106	55	100	2907	1	3	peto OR
325	cd000487	1	2	1	3	NCCTG- 773051	1978	52	85	60	99	2907	1	3	peto OR
325	cd000487	1	2	1	2	EST1180/SW.8294	1981	54	276	74	265	2907	1	3	peto OR
325	cd000487	1	2	1	3	N Sweden BCG	1980	57	92	72	95	2907	1	3	peto OR
325	cd000487	1	2	1	2	GROCTA I Italy	1983	57	171	62	171	2907	1	3	peto OR
325	cd000487	1	2	1	2	ECOG EST6177	1978	58	87	60	95	2907	1	3	peto OR
325	cd000487	1	2	1	3	NSABP B-13	1981	68	376	90	384	2907	1	3	peto OR
325	cd000487	1	2	1	1	Glasgow	1976	73	112	76	103	2907	1	3	peto OR
325	cd000487	1	2	1	3	UKMCCG 003	1974	79	149	85	141	2907	1	3	peto OR
325	cd000487	1	2	1	1	IBCSG/Ludwig III	1978	88	171	105	164	2907	1	3	peto OR
325	cd000487	1	2	1	3	FASG France	1985	90	515	110	526	2907	1	3	peto OR
325	cd000487	1	2	1	3	West Midlands II	1976	92	285	101	289	2907	1	3	peto OR
325	cd000487	1	2	1	1	EORTC 09771	1976	95	229	106	223	2907	1	3	peto OR
325	cd000487	1	2	1	1	NCI - C MA 4	1984	96	381	98	377	2907	1	3	peto OR
325	cd000487	1	2	1	1	UK/Asia Collab.	1978	99	247	92	241	2907	1	3	peto OR
325	cd000487	1	2	1	1	Guy's/Manchester	1979	100	185	143	207	2907	1	3	peto OR
325	cd000487	1	2	1	1	Danish BCG77b	1977	102	201	118	196	2907	1	3	peto OR
325	cd000487	1	2	1	3	King's CRC M/M	1976	130	222	127	213	2907	1	3	peto OR
325	cd000487	1	2	1	2	SWOG 7827A	1979	141	325	162	316	2907	1	3	peto OR
325	cd000487	1	2	1	1	INT Milan 7205	1973	142	210	138	181	2907	1	3	peto OR
325	cd000487	1	2	1	2	West Midlands	1976	199	294	208	275	2907	1	3	peto OR
325	cd000487	1	2	1	1	IBCSG VII	1986	216	948	68	318	2907	1	3	peto OR
325	cd000487	1	2	1	3	NSABP B-16	1984	254	862	150	434	2907	1	3	peto OR
325	cd000487	1	2	1	1	Danish BCG82c	1982	377	708	410	741	2907	1	3	peto OR
325	cd000487	3	1	0	0	SE Sweden BCG A	1980	6	21	11	22	2912	1	3	peto OR
325	cd000487	3	1	0	0	NSABC Israel Br0283	1983	31	55	29	50	2912	1	3	peto OR
325	cd000487	3	1	0	0	GUN-3 Naples	1984	48	105	61	115	2912	1	3	peto OR
325	cd000487	3	1	0	0	ICCG Charing Cross	1984	53	256	57	259	2912	1	3	peto OR
325	cd000487	3	1	0	0	Austrian BCSG 3	1984	67	121	67	124	2912	1	3	peto OR
325	cd000487	3	1	0	0	ONCOFRANCE	1978	67	138	66	113	2912	1	3	peto OR
325	cd000487	3	1	0	0	GABG 3 Germany	1987	77	142	77	146	2912	1	3	peto OR
325	cd000487	3	1	0	0	Brussels Belgium	1988	82	461	46	232	2912	1	3	peto OR
325	cd000487	3	1	0	0	NCI - C MA 5	1989	95	356	127	360	2912	1	3	peto OR
325	cd000487	3	1	0	0	SECSG 2	1976	116	260	123	268	2912	1	3	peto OR
325	cd000487	3	1	0	0	NSABP B-15	1984	766	1562	396	776	2912	1	3	peto OR
325	cd000487	3	2	0	0	SE Sweden BCG A	1980	6	21	12	22	2913	1	3	peto OR
325	cd000487	3	2	0	0	ICCG Charing Cross	1984	20	256	32	259	2913	1	3	peto OR
325	cd000487	3	2	0	0	NSABC Israel Br0283	1983	23	55	21	50	2913	1	3	peto OR
325	cd000487	3	2	0	0	GUN-3 Naples	1984	24	105	30	115	2913	1	3	peto OR
325	cd000487	3	2	0	0	Brussels Belgium	1988	43	461	23	232	2913	1	3	peto OR
325	cd000487	3	2	0	0	ONCOFRANCE	1978	52	138	58	113	2913	1	3	peto OR
325	cd000487	3	2	0	0	GABG 3 Germany	1987	52	142	60	146	2913	1	3	peto OR
325	cd000487	3	2	0	0	NCI - C MA 5	1989	53	356	61	360	2913	1	3	peto OR
325	cd000487	3	2	0	0	Austrian BCSG 3	1984	63	121	67	124	2913	1	3	peto OR
325	cd000487	3	2	0	0	SECSG 2	1976	93	260	89	268	2913	1	3	peto OR
325	cd000487	3	2	0	0	NSABP B-15	1984	572	1562	292	776	2913	1	3	peto OR
326	cd000490	1	1	0	0	Pathak 1969	1969	3	88	49	90	2914	1	3	peto OR
326	cd000490	1	1	0	0	Thomsen 1987	1986	9	37	26	32	2914	1	3	peto OR
326	cd000490	1	1	0	0	Gold 1966	1964	12	35	22	30	2914	1	3	peto OR
326	cd000490	1	1	0	0	Elder 1971	1965	14	133	128	148	2914	1	3	peto OR
326	cd000490	1	2	0	0	Gold 1966	1964	0	35	2	30	2915	1	3	peto OR
326	cd000490	1	2	0	0	Thomsen 1987	1986	1	37	0	32	2915	1	3	peto OR
326	cd000490	1	2	0	0	Mulla 1960	1960	1	50	9	50	2915	1	3	peto OR
326	cd000490	1	2	0	0	Kass 1960	1960	1	106	26	108	2915	1	3	peto OR
326	cd000490	1	2	0	0	Kincaid 1965	1965	2	72	21	73	2915	1	3	peto OR
326	cd000490	1	2	0	0	LeBlanc 1964	1963	3	69	8	41	2915	1	3	peto OR
326	cd000490	1	2	0	0	Pathak 1969	1969	3	88	17	90	2915	1	3	peto OR
326	cd000490	1	2	0	0	Foley 1987	1985	3	100	3	120	2915	1	3	peto OR
326	cd000490	1	2	0	0	Little 1966	1965	4	124	35	141	2915	1	3	peto OR
326	cd000490	1	2	0	0	Elder 1971	1965	4	133	27	148	2915	1	3	peto OR
326	cd000490	1	2	0	0	Williams 1969	1967	5	85	18	78	2915	1	3	peto OR
326	cd000490	1	2	0	0	Brumfitt 1975	1968	9	87	20	86	2915	1	3	peto OR
326	cd000490	1	2	0	0	Furness 1975	1975	23	139	17	67	2915	1	3	peto OR
326	cd000490	1	3	0	0	Gold 1966	1964	2	35	0	30	2916	1	3	peto OR
326	cd000490	1	3	0	0	Thomsen 1987	1986	2	37	12	32	2916	1	3	peto OR
326	cd000490	1	3	0	0	Wren 1969	1968	5	83	15	90	2916	1	3	peto OR
326	cd000490	1	3	0	0	LeBlanc 1964	1963	7	101	6	27	2916	1	3	peto OR
326	cd000490	1	3	0	0	Kass 1960	1960	7	106	21	108	2916	1	3	peto OR
326	cd000490	1	3	0	0	Kincaid 1965	1965	9	72	13	73	2916	1	3	peto OR
326	cd000490	1	3	0	0	Little 1966	1965	10	124	13	141	2916	1	3	peto OR
326	cd000490	1	3	0	0	Elder 1971	1965	17	133	16	148	2916	1	3	peto OR
326	cd000490	1	3	0	0	Brumfitt 1975	1968	18	235	21	178	2916	1	3	peto OR
326	cd000490	1	3	0	0	Furness 1975	1975	24	118	10	52	2916	1	3	peto OR
326	cd000490	1	4	0	0	Pathak 1969	1969	6	24	16	45	2917	1	3	peto OR
326	cd000490	1	4	0	0	Kincaid 1965	1965	6	72	6	73	2917	1	3	peto OR
326	cd000490	1	4	0	0	Kass 1960	1960	18	103	18	100	2917	1	3	peto OR
326	cd000490	2	2	0	0	Gold 1966	1964	0	35	2	30	2918	1	3	peto OR
326	cd000490	2	2	0	0	Kass 1960	1960	1	106	26	108	2918	1	3	peto OR
326	cd000490	2	2	0	0	Kincaid 1965	1965	2	72	21	73	2918	1	3	peto OR
326	cd000490	2	2	0	0	LeBlanc 1964	1963	3	69	8	41	2918	1	3	peto OR
326	cd000490	2	2	0	0	Little 1966	1965	4	124	35	141	2918	1	3	peto OR
326	cd000490	2	2	0	0	Furness 1975	1975	23	139	17	67	2918	1	3	peto OR
326	cd000490	2	3	0	0	Gold 1966	1964	2	35	0	30	2919	1	3	peto OR
326	cd000490	2	3	0	0	LeBlanc 1964	1963	7	101	6	27	2919	1	3	peto OR
326	cd000490	2	3	0	0	Kass 1960	1960	7	106	21	108	2919	1	3	peto OR
326	cd000490	2	3	0	0	Kincaid 1965	1965	9	72	13	73	2919	1	3	peto OR
326	cd000490	2	3	0	0	Little 1966	1965	10	124	13	141	2919	1	3	peto OR
326	cd000490	2	3	0	0	Furness 1975	1975	24	118	10	52	2919	1	3	peto OR
326	cd000490	2	4	0	0	Kincaid 1965	1965	6	72	6	73	2920	1	3	peto OR
326	cd000490	2	4	0	0	Kass 1960	1960	18	103	18	100	2920	1	3	peto OR
326	cd000490	3	2	0	0	Thomsen 1987	1986	1	37	0	32	2921	1	3	peto OR
326	cd000490	3	2	0	0	Mulla 1960	1960	1	50	9	50	2921	1	3	peto OR
326	cd000490	3	2	0	0	Foley 1987	1985	3	100	3	120	2921	1	3	peto OR
326	cd000490	3	2	0	0	Williams 1969	1967	5	85	18	78	2921	1	3	peto OR
326	cd000490	3	2	0	0	Brumfitt 1975	1968	9	87	20	86	2921	1	3	peto OR
326	cd000490	3	3	0	0	Thomsen 1987	1986	2	37	12	32	2922	1	3	peto OR
326	cd000490	3	3	0	0	Wren 1969	1968	5	83	15	90	2922	1	3	peto OR
326	cd000490	3	3	0	0	Brumfitt 1975	1968	18	235	21	178	2922	1	3	peto OR
327	cd000491	1	1	0	0	Bailey 1983	1983	2	24	4	18	2923	4	3	RR Fixed (MH)
327	cd000491	1	1	0	0	Bailey 1986	1986	3	31	1	28	2923	4	3	RR Fixed (MH)
327	cd000491	1	4	0	0	Bailey 1986	1986	2	30	0	30	2924	4	3	RR Fixed (MH)
327	cd000491	1	4	0	0	Bailey 1983	1983	3	24	1	18	2924	4	3	RR Fixed (MH)
327	cd000491	1	5	0	0	Bailey 1986	1986	1	30	0	30	2925	4	3	RR Fixed (MH)
327	cd000491	1	5	0	0	Anderton 1983	1983	1	33	1	34	2925	4	3	RR Fixed (MH)
327	cd000491	1	5	0	0	Gerstner 87-89	1987	2	53	5	37	2925	4	3	RR Fixed (MH)
327	cd000491	1	5	0	0	Olsen 1989	1989	3	15	6	24	2925	4	3	RR Fixed (MH)
327	cd000491	1	5	0	0	Brumfitt 1982	1982	3	29	4	24	2925	4	3	RR Fixed (MH)
327	cd000491	1	5	0	0	Reeves 1975	1975	6	47	13	40	2925	4	3	RR Fixed (MH)
327	cd000491	1	7	0	0	Bailey 1983	1983	3	21	0	20	2926	4	3	RR Fixed (MH)
327	cd000491	1	7	0	0	Bailey 1986	1986	3	30	6	30	2926	4	3	RR Fixed (MH)
327	cd000491	1	7	0	0	Masterton 1985	1985	6	39	0	23	2926	4	3	RR Fixed (MH)
327	cd000491	1	7	0	0	Olsen 1989	1989	7	15	4	24	2926	4	3	RR Fixed (MH)
327	cd000491	1	7	0	0	Brumfitt 1982	1982	10	29	8	24	2926	4	3	RR Fixed (MH)
327	cd000491	1	7	0	0	Anderton 1983	1983	12	33	3	34	2926	4	3	RR Fixed (MH)
327	cd000491	1	7	0	0	Reeves 1975	1975	12	49	15	40	2926	4	3	RR Fixed (MH)
327	cd000491	1	7	0	0	Gerstner 87-89	1987	12	53	14	37	2926	4	3	RR Fixed (MH)
327	cd000491	1	8	0	0	Brumfitt 1982	1982	1	29	1	24	2927	4	3	RR Fixed (MH)
327	cd000491	1	8	0	0	Bailey 1986	1986	6	30	5	30	2927	4	3	RR Fixed (MH)
327	cd000491	1	8	0	0	Olsen 1989	1989	7	15	11	24	2927	4	3	RR Fixed (MH)
327	cd000491	1	8	0	0	Bailey 1983	1983	7	24	2	18	2927	4	3	RR Fixed (MH)
327	cd000491	1	8	0	0	Gerstner 87-89	1987	11	46	9	29	2927	4	3	RR Fixed (MH)
328	cd000492	1	1	1	2	Netherlands 1989	1989	0	5	3	5	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	2	Australia 1990	1990	0	9	5	11	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	2	Italy 1989	1989	0	17	3	16	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Austria 1992	1992	0	22	4	19	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Netherlands 1986	1986	1	23	3	23	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Israel 1994	1994	1	24	6	23	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Finland 1997	1997	2	13	1	13	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	UK 1995	1995	2	58	4	60	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Tanzania 1995	1995	2	64	4	63	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	2	Israel 1989	1989	3	34	4	31	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	China 1996	1996	4	40	12	44	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	2	France 1990	1990	4	46	7	45	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	UK 1990	1990	6	48	13	52	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Australia 1996	1996	8	52	7	50	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Colorado 1993	1993	12	48	14	42	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	2	Finland 1993	1993	12	97	14	100	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	2	France 1985	1985	19	48	22	45	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	USA 1993	1993	19	302	17	302	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	China 1999	1999	22	118	18	75	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Thailand 1996	1996	22	651	29	697	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	EPREDA 1991	1991	35	156	25	73	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Brazil  1996	1996	68	476	56	494	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Italy 1993	1993	69	497	42	423	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	USA 1993a	1993	100	1485	89	1500	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Barbados 1998	1998	162	1819	172	1822	2928	4	3	RR Fixed (MH)
328	cd000492	1	1	1	1	Jamaica 1998	1998	338	3023	332	3026	2928	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	Netherlands 1989	1989	0	5	1	5	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Austria 1992	1992	0	22	6	19	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Netherlands 1986	1986	0	23	7	23	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Israel 1994	1994	0	24	2	23	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	France 1985	1985	0	48	6	45	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Tanzania 1995	1995	0	64	6	63	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	Israel 1989	1989	1	34	7	31	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	France 1990	1990	1	46	4	45	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	UK 1990	1990	1	48	10	52	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	USA 1994	1994	3	24	5	25	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	China 1999	1999	3	118	7	75	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Finland 1997	1997	4	13	2	13	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	S Africa 1988	1988	4	30	4	14	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	China 1996	1996	4	40	12	44	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Australia 1996	1996	4	52	7	50	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	Japan 1999	1999	5	20	12	20	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	Australia 1997	1997	5	58	5	50	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	UK 1995	1995	5	58	7	60	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	EPREDA 1991	1991	5	156	8	73	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	USA 1993	1993	5	302	17	302	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Colorado 1993	1993	6	48	9	42	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	Finland 1993	1993	9	97	11	100	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Thailand 1996	1996	9	651	19	697	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Italy 1993	1993	12	497	9	423	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	Zimbabwe 1998	1998	17	113	23	117	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	Italy 1999	1999	18	103	21	104	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Brazil  1996	1996	32	476	30	494	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Barbados 1998	1998	40	1819	46	1822	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	USA 1993a	1993	69	1485	94	1500	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	Jamaica 1998	1998	215	3023	189	3026	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	2	USA 1998	1998	231	1254	254	1249	2929	4	3	RR Fixed (MH)
328	cd000492	1	2	1	1	CLASP 1994	1994	267	3992	302	3982	2929	4	3	RR Fixed (MH)
328	cd000492	1	3	0	0	Netherlands 1986	1986	0	23	1	23	2930	4	3	RR Fixed (MH)
328	cd000492	1	3	0	0	UK 1995	1995	0	58	1	60	2930	4	3	RR Fixed (MH)
328	cd000492	1	3	0	0	Thailand 1996	1996	0	651	1	697	2930	4	3	RR Fixed (MH)
328	cd000492	1	3	0	0	Australia 1996	1996	1	52	0	50	2930	4	3	RR Fixed (MH)
328	cd000492	1	3	0	0	USA 1993a	1993	3	1485	5	1500	2930	4	3	RR Fixed (MH)
328	cd000492	1	3	0	0	Barbados 1998	1998	4	1819	0	1822	2930	4	3	RR Fixed (MH)
328	cd000492	1	3	0	0	Jamaica 1998	1998	18	3023	22	3126	2930	4	3	RR Fixed (MH)
328	cd000492	1	4	0	0	EPREDA 1991	1991	1	56	0	73	2931	4	3	RR Fixed (MH)
328	cd000492	1	4	0	0	CLASP 1994	1994	2	4659	1	4650	2931	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	Thailand 1996	1996	0	651	1	697	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	Finland 1997	1997	2	13	0	13	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	UK 1995	1995	2	58	1	60	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	Australia 1997	1997	3	58	1	50	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	Brazil  1996	1996	5	476	7	494	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	EPREDA 1991	1991	7	156	6	73	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	Italy 1993	1993	7	565	9	477	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	Barbados 1998	1998	9	1819	14	1822	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	USA 1993a	1993	11	1485	2	1500	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	USA 1998	1998	15	1247	22	1239	2932	4	3	RR Fixed (MH)
328	cd000492	1	5	0	0	CLASP 1994	1994	86	4659	71	4650	2932	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Netherlands 1986	1986	1	23	7	23	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Austria 1992	1992	4	22	0	19	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Israel 1989	1989	5	34	9	31	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Israel 1994	1994	10	24	7	23	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	UK 1995	1995	14	58	13	60	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	China 1996	1996	16	40	17	44	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	France 1985	1985	24	48	33	45	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	China 1999	1999	25	118	12	75	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Zimbabwe 1998	1998	47	113	49	117	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	USA 1993	1993	72	302	66	302	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Thailand 1996	1996	111	651	120	697	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Jamaica 1998	1998	236	3023	200	3126	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	USA 1993a	1993	251	1485	258	1500	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Italy 1993	1993	274	565	203	477	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	Brazil  1996	1996	291	476	301	494	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	USA 1998	1998	525	1254	488	1249	2933	4	3	RR Fixed (MH)
328	cd000492	1	6	0	0	CLASP 1994	1994	1383	4659	1410	4650	2933	4	3	RR Fixed (MH)
328	cd000492	1	7	0	0	USA 1993a	1993	246	1485	250	1500	2934	4	3	RR Fixed (MH)
328	cd000492	1	7	0	0	Barbados 1998	1998	330	1819	307	1822	2934	4	3	RR Fixed (MH)
328	cd000492	1	7	0	0	CLASP 1994	1994	1460	4659	1406	4650	2934	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Netherlands 1986	1986	0	23	4	23	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Finland 1997	1997	1	13	1	13	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Austria 1992	1992	1	22	1	19	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	UK 1995	1995	1	58	1	60	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	2	Italy 1989	1989	2	17	5	16	2935	4	3	RR Fixed (MH)
