reviewSorter	reviewCode	comparisonNo	outcomeNo	subGroupNo	subGroupNo_old	study	year	n1	N1	n2	N2	sorter	method	_merge	methods_string
1362	cd003851	1	12	1	1	Elhilali	1996	2	81	0	82	11534	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	12	1	2	Lepor 1	1992	12	216	0	69	11534	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	12	1	1	Roehrborn	1996	20	1053	5	1031	11534	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	12	1	1	Lepor 2	1996	23	305	3	305	11534	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	13	1	1	Brawer	1993	6	81	1	79	11535	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	13	1	1	Lepor 2	1996	18	305	14	305	11535	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	14	1	1	Elhilali	1996	2	81	6	82	11536	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	14	1	1	Brawer	1993	5	81	1	79	11536	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	14	1	2	Lepor 1	1992	7	216	1	69	11536	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	15	1	1	Lepor 2	1996	1	305	4	305	11537	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	15	1	1	Roehrborn	1996	15	1053	2	1031	11537	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	16	1	1	Elhilali	1996	8	81	7	82	11538	5	3	RR Random (based on MH Fixed)
1362	cd003851	1	16	1	1	Lepor 2	1996	20	305	14	305	11538	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	6	1	1	Okada	2000	3	31	1	30	11539	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	6	1	2	Tsujii	2000	10	42	8	46	11539	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	6	1	2	Na	1998	10	107	1	105	11539	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	6	1	2	Lee	1997	16	49	10	49	11539	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	7	0	0	Okada	2000	1	31	0	30	11540	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	7	0	0	Lee	1997	2	49	0	49	11540	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	7	0	0	Tsujii	2000	3	42	0	46	11540	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	7	0	0	Na	1998	11	107	1	105	11540	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	9	1	1	Okada	2000	1	31	0	30	11541	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	9	1	2	Tsujii	2000	1	42	0	46	11541	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	9	1	2	Lee	1997	6	49	0	49	11541	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	9	1	2	Na	1998	34	107	10	105	11541	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	10	0	0	Na	1998	3	107	0	105	11542	5	3	RR Random (based on MH Fixed)
1362	cd003851	4	10	0	0	Lee	1997	4	49	1	49	11542	5	3	RR Random (based on MH Fixed)
1363	cd003854	1	2	1	1	Zeyneloglu 2002	2002	4	40	4	42	11543	2	3	OR Fixed (MH)
1363	cd003854	1	2	1	1	Ragni 1999b 34-60 hr	1999	10	91	7	45	11543	2	3	OR Fixed (MH)
1363	cd003854	1	2	1	1	Ragni 1999a	1999	28	92	6	45	11543	2	3	OR Fixed (MH)
1364	cd003855	2	2	1	2	Istre 1998	1998	25	27	20	30	11545	2	3	OR Fixed (MH)
1364	cd003855	2	2	1	2	Crosignani 1997	1997	27	30	26	30	11545	2	3	OR Fixed (MH)
1364	cd003855	2	2	1	1	Soysal 2002	2002	35	36	29	36	11545	2	3	OR Fixed (MH)
1364	cd003855	2	4	1	1	Istre 1998	1998	7	27	3	24	11546	2	3	OR Fixed (MH)
1364	cd003855	2	4	1	2	Istre 1998	1998	8	23	5	20	11546	2	3	OR Fixed (MH)
1364	cd003855	2	4	1	3	Istre 1998	1998	9	21	6	19	11546	2	3	OR Fixed (MH)
1364	cd003855	2	4	1	1	Crosignani 1997	1997	9	35	6	34	11546	2	3	OR Fixed (MH)
1364	cd003855	2	16	1	1	Soysal 2002	2002	26	36	22	36	11547	2	3	OR Fixed (MH)
1364	cd003855	2	16	1	2	Crosignani 1997	1997	33	35	29	34	11547	2	3	OR Fixed (MH)
1364	cd003855	2	18	1	2	Crosignani 1997	1997	0	35	12	34	11548	2	3	OR Fixed (MH)
1364	cd003855	2	18	1	1	Soysal 2002	2002	0	36	6	36	11548	2	3	OR Fixed (MH)
1364	cd003855	2	18	1	2	Istre 1998	1998	3	27	6	30	11548	2	3	OR Fixed (MH)
1364	cd003855	2	19	1	1	Soysal 2002	2002	8	36	21	36	11549	2	3	OR Fixed (MH)
1364	cd003855	2	19	1	2	Crosignani 1997	1997	9	35	19	34	11549	2	3	OR Fixed (MH)
1364	cd003855	2	20	1	1	Hurskainen 2001	2001	3	106	14	117	11550	2	3	OR Fixed (MH)
1364	cd003855	2	20	1	2	Hurskainen 2001	2001	8	112	14	116	11550	2	3	OR Fixed (MH)
1364	cd003855	2	21	1	3	Hurskainen 2001	2001	0	107	24	118	11551	2	3	OR Fixed (MH)
1364	cd003855	2	21	1	2	Istre 1998	1998	1	27	6	30	11551	2	3	OR Fixed (MH)
1364	cd003855	2	21	1	2	Crosignani 1997	1997	1	35	0	34	11551	2	3	OR Fixed (MH)
1364	cd003855	2	21	1	1	Soysal 2002	2002	1	36	5	36	11551	2	3	OR Fixed (MH)
1368	cd003895	1	12	1	3	Lui 1991	1991	2	8	4	9	11552	5	3	RR Random (based on MH Fixed)
1368	cd003895	1	12	1	1	Lui 1992	1992	5	10	3	9	11552	5	3	RR Random (based on MH Fixed)
1368	cd003895	6	12	1	1	Canaud 1995	1995	1	20	2	16	11553	5	3	RR Random (based on MH Fixed)
1368	cd003895	6	12	1	3	Lui 1991	1991	2	8	4	9	11553	5	3	RR Random (based on MH Fixed)
1368	cd003895	6	12	1	1	Lui 1992	1992	5	10	3	9	11553	5	3	RR Random (based on MH Fixed)
1370	cd003901	1	29	1	1	De Carli 1995	1995	7	119	3	112	11554	2	3	OR Fixed (MH)
1370	cd003901	1	29	1	1	Pearlman 1992	1992	9	78	17	77	11554	2	3	OR Fixed (MH)
1370	cd003901	1	29	1	1	FitzGerald 1999	1999	13	89	11	91	11554	2	3	OR Fixed (MH)
1370	cd003901	1	29	1	1	Steffensen 1995	1995	22	103	22	100	11554	2	3	OR Fixed (MH)
1370	cd003901	1	29	1	1	D'Alonzo 1994	1994	34	106	24	108	11554	2	3	OR Fixed (MH)
1370	cd003901	1	29	2	2	Staehr 1995	1995	6	92	5	92	11555	2	3	OR Fixed (MH)
1370	cd003901	1	29	2	2	Byrnes 2000	2000	27	40	32	40	11555	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	Faurschou 1996	1996	0	96	1	94	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	Kemp 1998	1998	0	149	3	150	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	De Oliveira 1998	1998	1	25	1	28	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	Pearlman 1992	1992	1	78	1	77	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	De Carli 1995	1995	1	121	0	113	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	Lundback 1993	1993	1	190	3	198	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	Boulet 1997	1997	2	113	6	115	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	Hermansson1995	1995	2	121	0	122	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	Lenney 1995	1995	3	290	3	278	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	D'Alonzo 1994	1994	4	106	3	108	11556	2	3	OR Fixed (MH)
1370	cd003901	1	30	1	1	Britton 1992	1992	13	334	6	333	11556	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	De Oliveira 1998	1998	1	25	0	28	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Kemp 1998	1998	3	149	3	150	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Faurschou 1996	1996	4	96	6	94	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Ekstrom  Ring2 1998	1998	4	114	6	116	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Pearlman 1992	1992	5	78	8	77	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	De Carli 1995	1995	5	121	0	113	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Hermansson1995	1995	8	121	4	122	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Ekstrom 1998	1998	10	135	7	133	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Lundback 1993	1993	11	190	6	198	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	D'Alonzo 1994	1994	14	106	13	108	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Boulet 1997	1997	23	113	8	115	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Britton 1992	1992	41	334	43	333	11557	2	3	OR Fixed (MH)
1370	cd003901	1	31	1	1	Lenney 1995	1995	55	290	42	278	11557	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Wenzel 1998	1998	0	264	1	275	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Ekstrom  Ring2 1998	1998	1	114	11	116	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Kemp 1998	1998	1	149	1	150	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	De Oliveira 1998	1998	2	25	2	28	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Pearlman 1992	1992	2	78	5	77	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Hermansson1995	1995	2	121	8	122	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Lundback 1993	1993	2	190	5	198	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Faurschou 1996	1996	3	96	2	94	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	D'Alonzo 1994	1994	3	106	1	108	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Lenney 1995	1995	3	290	3	278	11558	2	3	OR Fixed (MH)
1370	cd003901	1	32	1	1	Britton 1992	1992	12	334	7	333	11558	2	3	OR Fixed (MH)
1370	cd003901	1	33	1	1	Hermansson1995	1995	0	121	1	122	11559	2	3	OR Fixed (MH)
1370	cd003901	1	33	1	1	Faurschou 1996	1996	1	96	2	94	11559	2	3	OR Fixed (MH)
1370	cd003901	1	33	1	1	De Carli 1995	1995	1	121	0	113	11559	2	3	OR Fixed (MH)
1370	cd003901	1	33	1	1	Britton 1992	1992	18	334	6	333	11559	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	2	De Oliveira 1998	1998	2	30	2	30	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	2	Steffensen 1995	1995	4	103	10	100	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	2	Ekstrom 1998	1998	5	135	13	133	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	2	De Carli 1995	1995	9	108	10	106	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	Pearlman 1992	1992	13	78	18	77	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	Faurschou 1996	1996	14	96	16	94	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	FitzGerald 1999	1999	15	89	17	91	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	Boulet 1997	1997	18	113	17	115	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	D'Alonzo 1994	1994	20	106	25	108	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	Kemp 1998	1998	22	149	24	150	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	Lundback 1993	1993	41	190	54	198	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	Lenney 1995	1995	89	290	82	278	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	1	Britton 1992	1992	110	334	117	333	11560	2	3	OR Fixed (MH)
1370	cd003901	1	34	1	2	Castle 1993	1993	198	16787	100	8393	11560	2	3	OR Fixed (MH)
1370	cd003901	1	40	1	1	Rutten-van Molken 95	1995	31	53	15	54	11561	2	3	OR Fixed (MH)
1370	cd003901	1	40	1	1	Kesten 1991	1991	64	73	56	72	11561	2	3	OR Fixed (MH)
1370	cd003901	1	40	1	1	Steffensen 1995	1995	77	103	66	100	11561	2	3	OR Fixed (MH)
1370	cd003901	1	40	1	1	Hermansson1995	1995	102	121	74	122	11561	2	3	OR Fixed (MH)
1370	cd003901	1	40	1	1	Hekking 1990	1990	114	156	76	151	11561	2	3	OR Fixed (MH)
1370	cd003901	1	41	1	1	Steffensen 1995	1995	77	103	67	100	11562	2	3	OR Fixed (MH)
1370	cd003901	1	41	1	1	Hermansson1995	1995	102	121	71	122	11562	2	3	OR Fixed (MH)
1370	cd003901	2	32	1	1	Faurschou 1996	1996	14	96	16	94	11563	2	3	OR Fixed (MH)
1370	cd003901	2	32	1	1	FitzGerald 1999	1999	15	89	17	91	11563	2	3	OR Fixed (MH)
1370	cd003901	4	21	2	2	Pearlman 1992	1992	9	78	17	77	11564	2	3	OR Fixed (MH)
1370	cd003901	4	21	2	2	D'Alonzo 1994	1994	34	106	24	108	11564	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	Kemp 1998	1998	0	149	3	150	11565	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	De Oliveira 1998	1998	1	25	1	28	11565	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	Pearlman 1992	1992	1	78	1	77	11565	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	Lundback 1993	1993	1	190	3	198	11565	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	Boulet 1997	1997	2	113	6	115	11565	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	Hermansson1995	1995	2	121	0	122	11565	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	Lenney 1995	1995	3	290	3	278	11565	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	D'Alonzo 1994	1994	4	106	3	108	11565	2	3	OR Fixed (MH)
1370	cd003901	4	22	2	2	Britton 1992	1992	13	334	6	333	11565	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	De Oliveira 1998	1998	1	25	0	28	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Kemp 1998	1998	3	149	3	150	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Ekstrom  Ring2 1998	1998	4	114	6	116	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Pearlman 1992	1992	5	78	8	77	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Hermansson1995	1995	8	121	4	122	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Ekstrom 1998	1998	10	135	7	133	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Lundback 1993	1993	11	190	6	198	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	D'Alonzo 1994	1994	14	106	13	108	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Boulet 1997	1997	23	113	8	115	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Britton 1992	1992	41	334	43	333	11566	2	3	OR Fixed (MH)
1370	cd003901	4	23	2	2	Lenney 1995	1995	55	290	42	278	11566	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	Wenzel 1998	1998	0	264	1	275	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	Ekstrom  Ring2 1998	1998	1	114	11	116	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	Kemp 1998	1998	1	149	1	150	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	De Oliveira 1998	1998	2	25	2	28	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	Pearlman 1992	1992	2	78	5	77	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	Hermansson1995	1995	2	121	8	122	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	Lundback 1993	1993	2	190	5	198	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	D'Alonzo 1994	1994	3	106	1	108	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	Lenney 1995	1995	3	290	3	278	11567	2	3	OR Fixed (MH)
1370	cd003901	4	24	2	2	Britton 1992	1992	12	334	7	333	11567	2	3	OR Fixed (MH)
1370	cd003901	4	25	2	2	Hermansson1995	1995	0	121	1	122	11568	2	3	OR Fixed (MH)
1370	cd003901	4	25	2	2	Britton 1992	1992	18	334	6	333	11568	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	De Oliveira 1998	1998	2	30	2	30	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	Ekstrom 1998	1998	5	135	13	133	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	Pearlman 1992	1992	13	78	18	77	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	Boulet 1997	1997	18	113	17	115	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	D'Alonzo 1994	1994	20	106	25	108	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	Kemp 1998	1998	22	149	24	150	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	Lundback 1993	1993	41	190	54	198	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	Lenney 1995	1995	89	290	82	278	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	2	2	Britton 1992	1992	110	334	117	333	11569	2	3	OR Fixed (MH)
1370	cd003901	4	26	3	3	Faurschou 1996	1996	14	96	16	94	11570	2	3	OR Fixed (MH)
1370	cd003901	4	26	3	3	FitzGerald 1999	1999	15	89	17	91	11570	2	3	OR Fixed (MH)
1370	cd003901	4	27	1	1	Rutten-van Molken 95	1995	31	53	15	54	11571	2	3	OR Fixed (MH)
1370	cd003901	4	27	1	1	Hermansson1995	1995	102	121	74	122	11571	2	3	OR Fixed (MH)
1370	cd003901	4	27	1	1	Hekking 1990	1990	114	156	76	151	11571	2	3	OR Fixed (MH)
1371	cd003902	1	20	0	0	Rivington 1988	1988	1	13	7	13	11572	4	3	RR Fixed (MH)
1371	cd003902	1	20	0	0	Nishimura 1995	1995	2	32	2	32	11572	4	3	RR Fixed (MH)
1371	cd003902	1	21	0	0	Mulloy 1993	1993	8	10	2	10	11573	4	3	RR Fixed (MH)
1371	cd003902	1	21	0	0	Alexander 1980	1980	17	40	9	40	11573	4	3	RR Fixed (MH)
1371	cd003902	1	23	1	1	Mulloy 1993	1993	1	10	0	10	11574	4	3	RR Fixed (MH)
1371	cd003902	1	23	1	1	Newman 1994	1994	3	12	0	12	11574	4	3	RR Fixed (MH)
1371	cd003902	1	23	1	1	Anderson 1982	1982	6	17	0	17	11574	4	3	RR Fixed (MH)
1373	cd003911	1	1	0	0	Eisenhauer 1994	1994	31	187	155	204	11575	2	3	OR Fixed (MH)
1373	cd003911	1	1	0	0	Peretz 1995	1995	78	260	206	261	11575	2	3	OR Fixed (MH)
1373	cd003911	2	1	0	0	Eisenhauer 1994	1994	0	187	22	204	11576	2	3	OR Fixed (MH)
1373	cd003911	2	1	0	0	Peretz 1995	1995	3	260	44	261	11576	2	3	OR Fixed (MH)
1373	cd003911	3	1	0	0	Smith 1999	1999	9	278	22	279	11577	2	3	OR Fixed (MH)
1373	cd003911	3	1	0	0	Eisenhauer 1994	1994	14	187	17	204	11577	2	3	OR Fixed (MH)
1373	cd003911	4	1	0	0	Smith 1999	1999	61	278	36	279	11578	2	3	OR Fixed (MH)
1373	cd003911	4	1	0	0	Eisenhauer 1994	1994	92	187	84	204	11578	2	3	OR Fixed (MH)
1373	cd003911	4	1	0	0	Peretz 1995	1995	203	260	170	261	11578	2	3	OR Fixed (MH)
1373	cd003911	5	1	0	0	Smith 1999	1999	53	278	53	279	11579	2	3	OR Fixed (MH)
1373	cd003911	5	1	0	0	Eisenhauer 1994	1994	117	187	118	204	11579	2	3	OR Fixed (MH)
1373	cd003911	6	2	0	0	Eisenhauer 1994	1994	29	181	37	195	11580	2	3	OR Fixed (MH)
1373	cd003911	6	2	0	0	Peretz 1995	1995	75	260	84	261	11580	2	3	OR Fixed (MH)
1373	cd003911	6	2	0	0	Smith 1999	1999	115	261	141	259	11580	2	3	OR Fixed (MH)
1374	cd003913	1	1	0	0	EORTC 26751	1981	46	61	43	55	11581	1	3	peto OR
1374	cd003913	1	1	0	0	Poland	1988	52	71	39	54	11581	1	3	peto OR
1374	cd003913	1	1	0	0	Budapest	1983	57	59	32	32	11581	1	3	peto OR
1374	cd003913	1	1	0	0	Milan	1979	58	72	29	33	11581	1	3	peto OR
1374	cd003913	1	1	0	0	BTSG 6901	1978	91	100	87	93	11581	1	3	peto OR
1374	cd003913	1	1	0	0	EORTC 26812	.a	93	120	102	115	11581	1	3	peto OR
1374	cd003913	1	1	0	0	EORTC 26882	1994	115	135	124	135	11581	1	3	peto OR
1374	cd003913	1	1	0	0	BTSG 7501	1983	134	153	141	156	11581	1	3	peto OR
1374	cd003913	1	1	0	0	BTSG 7201	1980	210	238	104	117	11581	1	3	peto OR
1374	cd003913	1	1	0	0	MRC BR05	.a	308	335	312	339	11581	1	3	peto OR
1374	cd003913	1	1	0	0	RTOG 7401	1983	310	344	152	167	11581	1	3	peto OR
1374	cd003913	1	2	0	0	EORTC 26751	1981	54	61	48	55	11582	1	3	peto OR
1374	cd003913	1	2	0	0	Budapest	1983	57	59	32	32	11582	1	3	peto OR
1374	cd003913	1	2	0	0	Milan	1979	59	72	30	33	11582	1	3	peto OR
1374	cd003913	1	2	0	0	EORTC 26812	.a	100	120	102	115	11582	1	3	peto OR
1374	cd003913	1	2	0	0	EORTC 26882	1994	121	135	129	135	11582	1	3	peto OR
1374	cd003913	1	2	0	0	RTOG 7401	1983	316	344	153	167	11582	1	3	peto OR
1374	cd003913	1	2	0	0	MRC BR05	.a	318	335	320	339	11582	1	3	peto OR
1374	cd003913	1	3	0	0	za Age - <=40	.a	208	291	163	217	11583	1	3	peto OR
1374	cd003913	1	3	0	0	zc  Age - >=60	.a	449	474	354	362	11583	1	3	peto OR
1374	cd003913	1	3	0	0	zb Age - 41-59	.a	822	914	656	714	11583	1	3	peto OR
1374	cd003913	1	4	0	0	zd Sex - Female	.a	514	597	360	399	11584	1	3	peto OR
1374	cd003913	1	4	0	0	ze  Sex - Male	.a	862	981	624	682	11584	1	3	peto OR
1374	cd003913	1	5	0	0	zh Histology - Other	.a	64	106	59	77	11585	1	3	peto OR
1374	cd003913	1	5	0	0	zf Histology - AA	.a	228	297	196	228	11585	1	3	peto OR
1374	cd003913	1	5	0	0	zg Histology - GBM	.a	1005	1074	686	719	11585	1	3	peto OR
1374	cd003913	1	6	0	0	zi P Status - Good	.a	626	742	519	587	11586	1	3	peto OR
1374	cd003913	1	6	0	0	zj P Status - Poor	.a	685	752	416	439	11586	1	3	peto OR
1374	cd003913	1	7	0	0	zm Rsection - Biopsy	.a	196	221	176	197	11587	1	3	peto OR
1374	cd003913	1	7	0	0	zk Rsection-Complete	.a	341	398	264	292	11587	1	3	peto OR
1374	cd003913	1	7	0	0	zl Rsection- Incompl	.a	830	947	529	576	11587	1	3	peto OR
1375	cd003933	1	5	0	0	Wenstrom 1997	1997	6	15	6	12	11588	4	3	RR Fixed (MH)
1375	cd003933	1	5	0	0	Guinn 1998	1998	11	24	9	28	11588	4	3	RR Fixed (MH)
1375	cd003933	1	6	0	0	Wenstrom 1997	1997	2	15	1	12	11589	4	3	RR Fixed (MH)
1375	cd003933	1	6	0	0	Guinn 1998	1998	2	24	4	28	11589	4	3	RR Fixed (MH)
1376	cd003936	1	1	0	0	Roddy 2001	2001	5	622	4	619	11590	4	3	RR Fixed (MH)
1376	cd003936	1	1	0	0	Richardson 2001	2001	12	139	16	139	11590	4	3	RR Fixed (MH)
1376	cd003936	1	1	0	0	Roddy 1998	1998	48	595	46	575	11590	4	3	RR Fixed (MH)
1376	cd003936	1	1	0	0	Van Damme 2001	.a	59	376	45	389	11590	4	3	RR Fixed (MH)
1376	cd003936	1	2	0	0	Richardson 2001	2001	21	139	22	139	11591	4	3	RR Fixed (MH)
1376	cd003936	1	2	0	0	Roddy 1998	1998	129	370	107	382	11591	4	3	RR Fixed (MH)
1376	cd003936	1	2	0	0	Van Damme 2001	.a	132	376	117	389	11591	4	3	RR Fixed (MH)
1377	cd003939	1	1	0	0	Rendon 1980	1980	4	24	8	29	11592	4	3	RR Fixed (MH)
1377	cd003939	1	1	0	0	Rosenberg 1987	1987	7	149	31	163	11592	4	3	RR Fixed (MH)
1377	cd003939	1	1	0	0	Richardson 2001	2001	34	139	21	139	11592	4	3	RR Fixed (MH)
1377	cd003939	1	1	0	0	Louv 1988	1988	64	388	74	388	11592	4	3	RR Fixed (MH)
1377	cd003939	1	1	0	0	Van Damme 2001	2001	106	356	97	366	11592	4	3	RR Fixed (MH)
1377	cd003939	1	1	0	0	Roddy 1998	1998	114	441	111	435	11592	4	3	RR Fixed (MH)
1377	cd003939	1	2	0	0	Richardson 2001	2001	18	139	11	139	11593	4	3	RR Fixed (MH)
1377	cd003939	1	2	0	0	Rosenberg 1987	1987	29	149	49	163	11593	4	3	RR Fixed (MH)
1377	cd003939	1	2	0	0	Van Damme 2001	2001	72	353	73	371	11593	4	3	RR Fixed (MH)
1377	cd003939	1	2	0	0	Roddy 1998	1998	79	451	81	420	11593	4	3	RR Fixed (MH)
1377	cd003939	1	2	0	0	Louv 1988	1988	98	382	125	388	11593	4	3	RR Fixed (MH)
1377	cd003939	1	3	0	0	Niruthisard 1992	1992	57	186	61	157	11594	4	3	RR Fixed (MH)
1377	cd003939	1	3	0	0	Roddy 2001	2001	116	622	100	619	11594	4	3	RR Fixed (MH)
1377	cd003939	1	4	0	0	Rendon 1980	1980	5	24	4	29	11595	4	3	RR Fixed (MH)
1377	cd003939	1	4	0	0	Richardson 2001	2001	48	139	63	139	11595	4	3	RR Fixed (MH)
1377	cd003939	1	4	0	0	Barbone 1990	1990	79	382	92	388	11595	4	3	RR Fixed (MH)
1377	cd003939	1	6	0	0	Rosenberg 1987	1987	10	149	4	163	11596	4	3	RR Fixed (MH)
1377	cd003939	1	6	0	0	Richardson 2001	2001	85	139	101	139	11596	4	3	RR Fixed (MH)
1377	cd003939	1	6	0	0	Barbone 1990	1990	100	382	98	388	11596	4	3	RR Fixed (MH)
1377	cd003939	1	7	0	0	Niruthisard 1992	1992	16	186	13	157	11597	4	3	RR Fixed (MH)
1377	cd003939	1	7	0	0	Richardson 2001	2001	21	139	22	139	11597	4	3	RR Fixed (MH)
1377	cd003939	1	7	0	0	Roddy 1998	1998	129	370	107	382	11597	4	3	RR Fixed (MH)
1377	cd003939	1	7	0	0	Van Damme 2001	2001	132	376	117	389	11597	4	3	RR Fixed (MH)
1378	cd003941	1	1	2	3	Buffington1991T29	1991	10	15	8	17	11598	3	3	OR Random (based on MH Fixed)
1378	cd003941	1	1	2	3	Larson1982T39	1982	36	70	17	84	11598	3	3	OR Random (based on MH Fixed)
1378	cd003941	1	1	2	2	Tollestrup1991T18	1991	53	81	29	92	11598	3	3	OR Random (based on MH Fixed)
